Projeto,Escola/Site,Tipo,Modelo,Dispositivo,MAC,Status,Mbps
SEDUC CLARO,43060994 - EEEB THEODORICO ALVES TEIXEIRA,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:74:05:88,ONLINE,15.0
SEDUC CLARO,43060994 - EEEB THEODORICO ALVES TEIXEIRA,🔌 Switch,GS2220-10HP,Switch,70:49:A2:00:6D:B9,ONLINE,15.0
SEDUC CLARO,43060994 - EEEB THEODORICO ALVES TEIXEIRA,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:4D:8C,ONLINE,15.0
SEDUC CLARO,43060994 - EEEB THEODORICO ALVES TEIXEIRA,📡 AP,NWA55AXE,AP OUTDOOR 06,14:36:0E:FB:E1:75,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:59:4F,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:74:08:00,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,📦 Equipamento,WBE630S,AP 01,BC:7E:C3:74:0C:F4,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:74:0C:EC,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,📡 AP,NWA55AXE,AP Outdoor 10,14:36:0E:FB:D7:C1,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:B5:35,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:74:0D:00,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:74:0C:B4,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,📦 Equipamento,WBE630S,AP 09,BC:7E:C3:74:0D:04,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:74:08:08,ONLINE,15.0
SEDUC CLARO,43165060 - CE PONCHO VERDE,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:74:0C:CC,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-15,BC:7E:C3:74:10:B8,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,🛡️ Firewall,USG FLEX 100HP,firewall,70:49:A2:65:C2:A5,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-06,BC:7E:C3:74:19:4C,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-03,BC:7E:C3:74:19:74,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-09,BC:7E:C3:74:19:5C,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📡 AP,NWA55AXE,AP Outdoor 16,F4:4D:5C:FC:6D:44,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-02,BC:7E:C3:74:05:E8,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-14,BC:7E:C3:74:06:AC,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-10,BC:7E:C3:74:19:64,OFFLINE,0.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-07,BC:7E:C3:74:18:64,OFFLINE,0.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-13,BC:7E:C3:74:06:80,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-08,BC:7E:C3:74:11:1C,OFFLINE,0.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-12,BC:7E:C3:74:19:9C,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-01,BC:7E:C3:74:05:80,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-05,BC:7E:C3:74:19:8C,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,📦 Equipamento,WBE630S,AP-04,BC:7E:C3:74:11:24,ONLINE,15.0
SEDUC CLARO,43090524  - CE PE COLBACHINI,🔌 Switch,GS2220-28HP,switch,F4:4D:5C:9C:74:C6,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📦 Equipamento,WBE630S,AP 01,BC:7E:C3:74:03:E0,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:C3:5D,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:74:04:18,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:74:03:C4,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📦 Equipamento,WBE630S,AP 09,BC:7E:C3:74:04:08,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:74:08:D0,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📡 AP,NWA55AXE,AP Outdoor 10,14:36:0E:FB:D7:07,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:74:07:0C,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:74:03:C8,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:58:D7,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:74:07:04,ONLINE,15.0
SEDUC CLARO,43121489 - CE MONTE ALVERNE,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:74:03:D8,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,🔌 Switch,GS2220-10HP,Switch,70:49:A2:21:90:F5,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:22:35:50,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,🛡️ Firewall,USG FLEX 100HP,Firewall,F4:4D:5C:94:5F:33,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,📡 AP,NWA55AXE,AP Outdoor 09,14:36:0E:FB:D6:F5,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:22:34:DC,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:22:35:18,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:22:34:FC,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:22:34:EC,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,📦 Equipamento,WBE630S,AP 01,BC:7E:C3:22:35:08,ONLINE,15.0
SEDUC CLARO,43080189 - EEEM PROFESSORA DEOTILIA CARDOSO LOPES,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:22:39:48,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 15,FC:9F:2A:76:57:20,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📡 AP,NWA55AXE,AP Outdoor 17,14:36:0E:FB:D7:4F,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:3E:55:4E,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 10,FC:9F:2A:76:57:2C,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:63:BD,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:57:64,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 05,FC:9F:2A:76:56:FC,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📡 AP,NWA55AXE,AP Outdoor 16,14:36:0E:FB:D7:4C,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 07,FC:9F:2A:76:57:0C,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:57:34,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 13,FC:9F:2A:76:55:CC,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 14,FC:9F:2A:76:57:40,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 12,FC:9F:2A:76:5E:18,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 11,FC:9F:2A:76:55:A4,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 09,FC:9F:2A:76:57:54,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 04,FC:9F:2A:76:57:14,ONLINE,15.0
SEDUC CLARO,43171524 - EEEM UNIRIO CARRERA MACHADO CIEP,📦 Equipamento,WBE630S,AP 08,FC:9F:2A:76:55:E0,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-13,BC:7E:C3:73:FA:20,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-08,BC:7E:C3:73:FA:48,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-10,BC:7E:C3:73:F7:BC,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-03,BC:7E:C3:73:FA:7C,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-06,FC:9F:2A:76:56:00,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-09,BC:7E:C3:73:FA:54,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-05,BC:7E:C3:74:07:18,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-15,BC:7E:C3:73:FA:14,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-12,BC:7E:C3:73:FA:34,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-04,BC:7E:C3:73:F9:24,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📡 AP,NWA55AXE,AP Outdoor 14,14:36:0E:FB:D5:E1,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:42:75,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-07,FC:9F:2A:76:57:D0,ONLINE,15.0
SEDUC CLARO,43171133 - EEEM EMBAIXADOR JOAO BAPTISTA LUSARDO,📦 Equipamento,WBE630S,AP-01,BC:7E:C3:73:F6:90,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:5E:B4,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,📦 Equipamento,WBE630S,AP 07,FC:9F:2A:76:62:E4,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,📦 Equipamento,WBE630S,AP 06,FC:9F:2A:76:5E:EC,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,📦 Equipamento,WBE630S,AP 04,FC:9F:2A:76:46:08,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:D7:55:3D,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:5E:60,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,📦 Equipamento,WBE630S,AP 01,FC:9F:2A:76:60:64,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,📦 Equipamento,WBE630S,AP 09,FC:9F:2A:76:60:44,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:BF:B5,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,📦 Equipamento,WBE630S,AP 05,FC:9F:2A:76:5E:E4,ONLINE,15.0
SEDUC CLARO,43070442 - EEEM IZAURA IBANEZ PAIVA,📡 AP,NWA55AXE,AP OUTDOOR 08,6C:4F:89:FB:0F:9B,ONLINE,15.0
SEDUC CLARO,43170706 - EEEM 8 DE AGOSTO,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:56:08,ONLINE,15.0
SEDUC CLARO,43170706 - EEEM 8 DE AGOSTO,📦 Equipamento,WBE630S,AP 01,FC:9F:2A:76:42:84,ONLINE,15.0
SEDUC CLARO,43170706 - EEEM 8 DE AGOSTO,📡 AP,NWA55AXE,AP Outdoor 04,6C:4F:89:FB:0F:8C,OFFLINE,0.0
SEDUC CLARO,43170706 - EEEM 8 DE AGOSTO,🛡️ Firewall,USG FLEX 100HP,70:49:A2:65:C3:7D,70:49:A2:65:C3:7D,ONLINE,15.0
SEDUC CLARO,43170706 - EEEM 8 DE AGOSTO,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:53:F8,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 10,BC:7E:C3:74:03:14,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:55:E9,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 09,BC:7E:C3:22:3E:FC,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:22:3C:D0,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:74:09:B8,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:22:40:78,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:22:3F:E4,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:22:38:BC,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 01,BC:7E:C3:22:3F:9C,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:3E:55:8E,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 12,BC:7E:C3:22:3F:FC,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📡 AP,NWA55AXE,AP Outdoor 13,F4:4D:5C:FC:12:42,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:22:3F:8C,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:22:3F:A4,ONLINE,15.0
SEDUC CLARO,43136141 - EEEM DR JOSE SAMPAIO MARQUES LUZ,📦 Equipamento,WBE630S,AP 11,BC:7E:C3:74:15:AC,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-04,FC:9F:2A:76:40:C4,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-05,FC:9F:2A:76:41:0C,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-10,FC:9F:2A:76:40:8C,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-12,BC:7E:C3:22:3E:BC,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:3E:54:76,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-03,FC:9F:2A:76:40:EC,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-14,BC:7E:C3:74:18:AC,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-01,FC:9F:2A:76:40:D4,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-09,FC:9F:2A:76:40:84,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-02,FC:9F:2A:76:41:04,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📡 AP,NWA55AXE,AP-15,F4:4D:5C:FC:11:8B,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-13,BC:7E:C3:74:11:C8,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:61:A1,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-06,FC:9F:2A:76:40:F4,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-07,FC:9F:2A:76:40:A8,ONLINE,15.0
SEDUC CLARO,43027539 - IEE DINARTE RIBEIRO,📦 Equipamento,WBE630S,AP-11,BC:7E:C3:74:03:F0,ONLINE,15.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:22:40:84,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 11,BC:7E:C3:22:3C:48,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 09,BC:7E:C3:22:40:B4,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 10,BC:7E:C3:22:40:D4,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:22:3C:7C,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:22:40:8C,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:22:40:F4,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:5A:D5,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 14,BC:7E:C3:22:3C:B8,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:22:40:9C,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:22:40:AC,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📡 AP,NWA55AXE,AP Outdoor 15,F4:4D:5C:FC:11:91,OFFLINE,0.0
SEDUC CLARO,43172059 - IEE ASSIS BRASIL,📦 Equipamento,WBE630S,AP 13,BC:7E:C3:22:3C:60,OFFLINE,0.0
SEDUC CLARO,43039413 - EEEM ERNESTA NUNES,📡 AP,NWA55AXE,AP Outdoor 07,6C:4F:89:FB:0F:44,ONLINE,15.0
SEDUC CLARO,43039413 - EEEM ERNESTA NUNES,📦 Equipamento,WBE630S,AP 04,FC:9F:2A:76:46:BC,ONLINE,15.0
SEDUC CLARO,43039413 - EEEM ERNESTA NUNES,📦 Equipamento,WBE630S,AP 05,FC:9F:2A:76:46:88,ONLINE,15.0
SEDUC CLARO,43039413 - EEEM ERNESTA NUNES,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:41:9C,OFFLINE,0.0
SEDUC CLARO,43039413 - EEEM ERNESTA NUNES,📦 Equipamento,WBE630S,AP 01,FC:9F:2A:76:40:4C,ONLINE,15.0
SEDUC CLARO,43039413 - EEEM ERNESTA NUNES,🔌 Switch,GS2220-10HP,Switch,70:49:A2:06:13:11,ONLINE,15.0
SEDUC CLARO,43039413 - EEEM ERNESTA NUNES,📦 Equipamento,WBE630S,AP 06,FC:9F:2A:76:46:F0,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:C4:A5,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:22:3C:EC,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:22:42:04,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,📡 AP,NWA55AXE,AP Outdoor 01,6C:4F:89:FB:0F:35,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:22:41:5C,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:22:3E:70,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:22:41:B0,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:5E:E8,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,🔌 Switch,GS2220-10HP,Switch,70:49:A2:06:0F:2D,ONLINE,15.0
SEDUC CLARO,43039804 - EEEM MARQUES DE CARAVELAS,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:22:41:D8,ONLINE,15.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:22:40:CC,ONLINE,15.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:76:05,ONLINE,15.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,📦 Equipamento,WBE630S,AP 10,BC:7E:C3:22:3D:84,OFFLINE,0.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,📦 Equipamento,WBE630S,AP 09,BC:7E:C3:22:3E:64,ONLINE,15.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:3E:51:D6,ONLINE,15.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:22:41:88,ONLINE,15.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:22:37:B0,ONLINE,15.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:22:3B:50,ONLINE,15.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:22:2F:8C,ONLINE,15.0
SEDUC CLARO,43111564 - IEE PROFESSOR DIEHL,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:22:43:C4,ONLINE,15.0
